PRISM Time Series Data
Location:  Lat: 47.4902   Lon: -121.8047   Elev: 469ft
"Climate variables: ppt,tmean,tdmean"
Spatial resolution: 4km
Period: 2008-01-01 - 2021-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2024-Jul-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmean (degrees F),tdmean (degrees F)
2017-11-17,0.48,41.8,39.5
2017-11-18,0.05,43.6,38.5
2017-11-19,0.03,44.5,38.3
2017-11-20,0.96,44.4,37.5
2017-11-21,0.83,41.9,41.1
2017-11-22,1.45,47.0,46.9
2017-11-23,1.09,56.9,54.7
2017-11-24,1.03,50.4,47.7
2017-11-25,0.06,46.1,41.7
2017-11-26,0.24,46.1,42.4
2017-11-27,0.73,47.1,44.0
2017-11-28,0.12,43.4,39.6
2017-11-29,0.80,41.0,40.1
2017-11-30,0.03,43.7,40.1
2017-12-01,0.33,41.3,41.2
2017-12-02,0.32,41.6,39.9
2017-12-03,0.58,40.0,40.0
2017-12-04,0.06,38.7,36.9
2017-12-05,0.00,35.5,34.4
2017-12-06,0.00,37.8,33.0
2017-12-07,0.00,41.4,34.1
2017-12-08,0.00,40.5,32.1
2017-12-09,0.00,37.8,30.7
2017-12-10,0.00,38.2,30.7
2017-12-11,0.00,39.0,30.1
2017-12-12,0.00,38.6,28.5
2017-12-13,0.00,37.7,32.3
2017-12-14,0.00,39.2,34.2
2017-12-15,0.05,41.1,34.2
2017-12-16,0.23,39.0,37.8
2017-12-17,0.18,39.1,39.1
2017-12-18,1.08,44.8,43.8
2017-12-19,1.44,43.3,42.6
2017-12-20,0.68,41.8,39.3
2017-12-21,0.02,34.3,29.1
2017-12-22,0.17,32.6,31.0
2017-12-23,0.10,34.4,31.1
2017-12-24,0.00,31.7,21.9
2017-12-25,0.19,30.7,24.8
2017-12-26,0.05,31.8,30.3
2017-12-27,0.00,33.2,29.4
2017-12-28,0.25,34.3,33.5
2017-12-29,1.93,40.4,40.4
2017-12-30,1.11,44.7,44.0
2017-12-31,0.08,39.3,37.2
2018-01-01,0.01,36.1,31.7
2018-01-02,0.01,36.0,29.9
2018-01-03,0.00,37.1,31.3
2018-01-04,0.00,39.7,32.8
2018-01-05,0.19,41.5,38.6
2018-01-06,0.49,46.2,44.7
2018-01-07,0.16,43.3,41.1
2018-01-08,0.35,41.3,41.3
2018-01-09,0.46,43.4,43.3
2018-01-10,0.73,41.0,40.8
2018-01-11,0.65,41.6,39.3
2018-01-12,1.54,45.5,44.0
2018-01-13,0.34,47.5,45.8
2018-01-14,0.11,49.4,45.7
2018-01-15,0.00,47.9,41.0
2018-01-16,0.21,50.5,42.8
2018-01-17,0.08,48.2,41.9
2018-01-18,1.08,48.7,43.8
2018-01-19,0.27,42.2,39.1
2018-01-20,0.57,40.7,38.0
2018-01-21,0.21,42.5,37.9
2018-01-22,0.49,43.6,38.6
2018-01-23,0.12,41.4,37.6
2018-01-24,0.85,42.0,40.0
2018-01-25,0.51,40.8,40.6
2018-01-26,0.42,38.8,36.3
2018-01-27,0.81,39.0,37.4
2018-01-28,0.39,43.9,40.8
2018-01-29,0.09,46.2,45.6
2018-01-30,1.08,45.1,43.1
2018-01-31,0.06,41.3,36.8
2018-02-01,0.14,41.1,36.9
2018-02-02,1.00,43.6,41.3
2018-02-03,0.40,48.9,46.7
2018-02-04,0.78,48.9,47.7
2018-02-05,0.47,50.4,47.2
2018-02-06,0.17,46.2,43.4
2018-02-07,0.07,45.5,43.1
2018-02-08,0.00,48.3,45.4
2018-02-09,0.39,46.1,42.2
2018-02-10,0.08,40.2,35.0
2018-02-11,0.00,37.9,30.1
2018-02-12,0.00,36.5,28.7
2018-02-13,0.00,36.1,22.7
2018-02-14,0.33,36.9,28.6
2018-02-15,0.19,37.2,35.9
2018-02-16,0.34,39.3,36.0
2018-02-17,1.17,41.4,41.0
2018-02-18,0.63,42.1,37.5
2018-02-19,0.12,33.6,23.8
2018-02-20,0.01,30.7,15.8
2018-02-21,0.02,29.6,22.1
2018-02-22,0.04,28.3,23.2
2018-02-23,0.00,29.7,19.1
2018-02-24,0.27,28.6,25.8
2018-02-25,0.41,37.9,33.3
2018-02-26,0.24,37.1,33.2
2018-02-27,0.07,37.7,30.8
2018-02-28,0.38,39.8,35.8
2018-03-01,0.48,41.2,37.2
2018-03-02,0.17,42.3,34.4
2018-03-03,0.05,38.4,34.7
2018-03-04,0.03,40.5,32.7
2018-03-05,0.25,38.4,35.5
2018-03-06,0.03,40.1,35.5
2018-03-07,0.00,41.9,31.5
2018-03-08,0.04,41.1,34.0
2018-03-09,0.73,44.1,41.6
2018-03-10,0.00,40.9,34.3
2018-03-11,0.00,44.5,33.3
2018-03-12,0.00,50.7,35.7
2018-03-13,0.00,56.1,35.2
2018-03-14,0.42,53.2,42.4
2018-03-15,0.11,43.3,36.8
2018-03-16,0.00,44.2,31.8
2018-03-17,0.00,44.3,34.9
2018-03-18,0.10,43.4,37.0
2018-03-19,0.02,43.7,35.7
2018-03-20,0.00,42.5,35.3
2018-03-21,0.00,43.9,34.8
2018-03-22,0.17,46.0,39.1
2018-03-23,0.41,39.7,37.1
2018-03-24,0.34,39.9,35.5
2018-03-25,0.11,39.0,33.7
2018-03-26,0.07,41.7,33.4
2018-03-27,0.57,42.4,40.0
2018-03-28,0.56,46.7,42.8
2018-03-29,0.07,45.7,39.3
2018-03-30,0.00,47.5,41.6
2018-03-31,0.01,48.7,42.2
2018-04-01,0.02,49.0,39.9
2018-04-02,0.59,39.6,35.7
2018-04-03,0.18,42.3,33.1
2018-04-04,0.10,43.1,33.7
2018-04-05,0.54,42.8,42.8
2018-04-06,0.34,48.8,48.4
2018-04-07,0.43,57.2,50.1
2018-04-08,0.89,49.8,46.2
2018-04-09,1.23,47.5,44.3
2018-04-10,0.01,52.5,42.8
2018-04-11,0.33,49.9,42.9
2018-04-12,0.34,46.4,40.6
2018-04-13,0.40,44.9,39.7
2018-04-14,1.54,46.2,45.1
2018-04-15,1.14,47.3,46.1
2018-04-16,0.30,46.0,42.8
2018-04-17,1.46,43.1,41.1
2018-04-18,0.10,45.9,39.1
2018-04-19,0.04,47.5,39.9
2018-04-20,0.00,48.8,38.9
2018-04-21,0.19,49.8,38.4
2018-04-22,0.02,47.1,37.6
2018-04-23,0.00,47.6,37.8
2018-04-24,0.00,53.6,35.7
2018-04-25,0.00,59.0,36.6
2018-04-26,0.00,61.2,41.8
2018-04-27,0.00,63.8,43.0
2018-04-28,0.07,52.5,47.1
2018-04-29,0.46,49.9,47.0
2018-04-30,0.13,51.5,45.1
2018-05-01,0.11,50.5,44.3
2018-05-02,0.06,50.4,44.0
2018-05-03,0.00,54.8,45.0
2018-05-04,0.00,59.9,47.3
2018-05-05,0.00,55.0,45.7
2018-05-06,0.00,55.3,50.2
2018-05-07,0.07,61.6,52.3
2018-05-08,0.00,60.5,50.8
2018-05-09,0.33,63.2,53.8
2018-05-10,0.16,55.5,48.6
2018-05-11,0.47,53.0,46.7
2018-05-12,0.02,53.5,47.1
2018-05-13,0.00,59.9,49.1
2018-05-14,0.00,65.0,51.6
2018-05-15,0.00,68.5,52.2
2018-05-16,0.00,63.4,53.5
2018-05-17,0.02,58.6,51.0
2018-05-18,0.06,57.1,50.4
2018-05-19,0.03,56.2,52.3
2018-05-20,0.17,60.6,53.8
2018-05-21,0.02,55.8,49.9
2018-05-22,0.00,57.8,48.8
2018-05-23,0.00,62.1,51.2
2018-05-24,0.00,64.4,52.6
2018-05-25,0.00,59.6,51.4
2018-05-26,0.00,56.4,46.9
2018-05-27,0.00,55.6,45.8
2018-05-28,0.00,59.2,47.2
2018-05-29,0.00,57.5,46.5
2018-05-30,0.09,53.1,42.0
2018-05-31,0.00,53.7,41.2
2018-06-01,0.06,52.7,43.6
2018-06-02,0.00,55.5,43.0
2018-06-03,0.00,61.6,47.5
2018-06-04,0.04,56.3,48.3
2018-06-05,0.03,54.6,44.3
2018-06-06,0.00,55.9,43.4
2018-06-07,0.00,59.3,47.8
2018-06-08,0.00,57.9,48.8
2018-06-09,0.17,56.0,50.8
2018-06-10,0.30,53.8,46.2
2018-06-11,0.35,52.9,45.5
2018-06-12,0.01,54.8,42.7
2018-06-13,0.05,55.5,46.2
2018-06-14,0.75,56.6,49.6
2018-06-15,0.01,55.9,48.0
2018-06-16,0.00,57.1,48.6
2018-06-17,0.00,60.7,51.3
2018-06-18,0.00,67.5,52.0
2018-06-19,0.00,69.7,54.4
2018-06-20,0.00,69.6,56.5
2018-06-21,0.00,72.2,57.7
2018-06-22,0.00,61.9,54.0
2018-06-23,0.26,61.5,52.2
2018-06-24,0.01,60.4,52.7
2018-06-25,0.26,64.3,53.3
2018-06-26,0.20,60.0,49.6
2018-06-27,0.00,58.1,46.9
2018-06-28,0.00,57.8,48.7
2018-06-29,0.00,57.9,49.4
2018-06-30,0.00,61.1,53.3
2018-07-01,0.19,58.8,54.4
2018-07-02,0.14,58.9,50.5
2018-07-03,0.02,56.2,45.8
2018-07-04,0.00,59.2,48.3
2018-07-05,0.00,66.2,52.8
2018-07-06,0.03,68.6,54.9
2018-07-07,0.11,66.6,54.5
2018-07-08,0.00,61.1,52.7
2018-07-09,0.00,63.7,52.3
2018-07-10,0.03,63.4,54.0
2018-07-11,0.03,62.0,52.3
2018-07-12,0.00,64.2,54.1
2018-07-13,0.00,69.0,54.6
2018-07-14,0.00,69.1,53.3
2018-07-15,0.00,69.2,52.9
2018-07-16,0.00,72.5,52.4
2018-07-17,0.00,72.2,51.7
2018-07-18,0.00,71.1,54.8
2018-07-19,0.00,66.1,54.6
2018-07-20,0.00,60.9,51.4
2018-07-21,0.00,61.0,48.8
2018-07-22,0.00,61.6,48.4
2018-07-23,0.00,67.7,51.3
2018-07-24,0.00,71.3,52.5
2018-07-25,0.00,70.6,51.6
2018-07-26,0.00,71.7,53.5
2018-07-27,0.00,72.2,53.9
2018-07-28,0.00,70.1,55.5
2018-07-29,0.00,69.9,57.9
2018-07-30,0.00,74.8,57.9
2018-07-31,0.00,74.0,58.2
2018-08-01,0.00,69.8,57.2
2018-08-02,0.00,66.9,54.9
2018-08-03,0.01,61.6,54.5
2018-08-04,0.03,62.4,53.9
2018-08-05,0.00,65.9,54.0
2018-08-06,0.00,68.8,54.6
2018-08-07,0.00,70.9,54.6
2018-08-08,0.00,72.6,53.6
2018-08-09,0.00,74.7,55.9
2018-08-10,0.00,74.8,56.6
2018-08-11,0.00,72.3,57.5
2018-08-12,0.15,64.9,57.5
2018-08-13,0.00,62.9,54.7
2018-08-14,0.00,65.4,56.2
2018-08-15,0.00,70.3,57.0
2018-08-16,0.00,70.8,56.2
2018-08-17,0.00,64.4,55.2
2018-08-18,0.00,62.9,52.7
2018-08-19,0.00,64.9,53.4
2018-08-20,0.00,66.3,55.2
2018-08-21,0.00,66.8,55.3
2018-08-22,0.00,72.5,50.1
2018-08-23,0.00,71.2,51.0
2018-08-24,0.00,63.6,51.6
2018-08-25,0.00,60.1,49.5
2018-08-26,0.01,56.2,51.5
2018-08-27,0.19,58.7,54.0
2018-08-28,0.00,62.6,50.7
2018-08-29,0.00,65.7,48.9
2018-08-30,0.00,65.0,51.7
2018-08-31,0.03,65.1,54.6
2018-09-01,0.00,61.3,50.1
2018-09-02,0.00,58.7,48.0
2018-09-03,0.00,60.1,47.9
2018-09-04,0.00,60.3,48.4
2018-09-05,0.00,60.7,47.3
2018-09-06,0.00,64.6,46.5
2018-09-07,0.00,66.0,47.3
2018-09-08,0.07,64.0,52.0
2018-09-09,0.00,61.4,52.6
2018-09-10,0.30,64.4,51.9
2018-09-11,0.29,60.0,53.2
2018-09-12,0.44,58.9,52.0
2018-09-13,0.33,57.6,50.8
2018-09-14,0.25,58.3,51.4
2018-09-15,0.15,57.0,50.5
2018-09-16,0.26,55.0,50.4
2018-09-17,0.46,55.3,49.2
2018-09-18,0.00,53.9,44.0
2018-09-19,0.00,54.2,45.2
2018-09-20,0.32,55.1,47.0
2018-09-21,0.05,58.1,49.2
2018-09-22,0.18,62.9,52.5
2018-09-23,0.30,57.7,51.4
2018-09-24,0.00,52.7,44.0
2018-09-25,0.00,54.3,44.6
2018-09-26,0.00,55.8,46.4
2018-09-27,0.00,57.8,48.1
2018-09-28,0.00,59.5,49.9
2018-09-29,0.00,62.9,48.2
2018-09-30,0.01,58.7,49.5
2018-10-01,0.07,57.7,50.8
2018-10-02,0.52,56.8,54.3
2018-10-03,0.31,49.4,44.2
2018-10-04,0.00,47.3,39.7
2018-10-05,0.00,49.0,40.5
2018-10-06,0.60,45.9,45.2
2018-10-07,0.00,48.3,44.1
2018-10-08,0.07,49.4,47.6
2018-10-09,1.06,52.3,52.0
2018-10-10,0.06,52.0,48.8
2018-10-11,0.00,51.8,46.3
2018-10-12,0.00,51.1,44.1
2018-10-13,0.00,50.6,44.5
2018-10-14,0.00,49.1,39.1
2018-10-15,0.00,50.9,35.2
2018-10-16,0.00,52.3,39.9
2018-10-17,0.00,55.6,42.1
2018-10-18,0.00,56.4,40.9
2018-10-19,0.00,54.7,42.3
2018-10-20,0.00,52.1,42.0
2018-10-21,0.00,47.5,42.9
2018-10-22,0.00,48.6,42.9
2018-10-23,0.00,49.7,42.9
2018-10-24,0.02,48.0,46.3
2018-10-25,0.01,54.5,47.9
2018-10-26,1.24,54.1,51.9
2018-10-27,0.31,51.6,50.4
2018-10-28,1.53,49.8,46.9
2018-10-29,0.55,49.6,46.6
2018-10-30,0.22,47.4,44.8
2018-10-31,0.23,50.7,46.4
2018-11-01,0.34,52.1,52.1
2018-11-02,0.84,57.4,54.1
2018-11-03,0.33,55.0,50.3
2018-11-04,0.89,51.9,49.9
2018-11-05,0.62,53.2,48.2
2018-11-06,0.24,49.7,46.2
2018-11-07,0.43,47.9,43.4
2018-11-08,0.00,42.1,38.0
2018-11-09,0.00,40.5,34.0
2018-11-10,0.13,37.0,37.0
2018-11-11,0.00,40.6,37.1
2018-11-12,0.00,41.1,34.1
2018-11-13,0.00,45.9,31.7
2018-11-14,0.04,44.9,35.0
2018-11-15,0.15,48.4,46.0
2018-11-16,0.29,49.8,47.0
2018-11-17,0.03,46.4,44.8
2018-11-18,0.01,43.5,33.4
2018-11-19,0.00,43.9,32.1
2018-11-20,0.00,44.6,33.6
2018-11-21,0.00,44.7,34.6
2018-11-22,0.35,47.5,41.6
2018-11-23,1.15,46.2,43.8
2018-11-24,0.49,41.2,40.7
2018-11-25,0.00,41.3,38.1
2018-11-26,0.14,41.3,39.2
2018-11-27,1.27,47.2,47.2
2018-11-28,0.82,50.4,48.3
2018-11-29,0.10,45.2,45.2
2018-11-30,0.04,43.9,42.9
2018-12-01,0.22,43.2,41.0
2018-12-02,0.07,40.0,39.2
2018-12-03,0.01,39.2,38.1
2018-12-04,0.01,37.0,32.2
2018-12-05,0.00,36.4,25.8
2018-12-06,0.00,35.4,22.5
2018-12-07,0.00,35.9,21.5
2018-12-08,0.01,36.1,25.4
2018-12-09,0.06,40.9,31.9
2018-12-10,0.76,41.9,38.4
2018-12-11,0.32,43.1,40.5
2018-12-12,1.58,43.6,42.0
2018-12-13,0.48,41.7,39.3
2018-12-14,0.23,44.7,41.0
2018-12-15,0.11,47.0,37.0
2018-12-16,0.27,43.5,36.3
2018-12-17,0.25,46.5,44.0
2018-12-18,1.10,45.5,42.3
2018-12-19,0.58,47.1,43.7
2018-12-20,0.10,46.0,41.8
2018-12-21,0.37,45.0,40.3
2018-12-22,0.03,36.8,33.6
2018-12-23,0.40,40.8,36.1
2018-12-24,0.47,41.2,40.9
2018-12-25,0.01,39.2,37.8
2018-12-26,0.04,36.7,35.4
2018-12-27,0.25,37.4,37.0
2018-12-28,0.11,38.4,37.4
2018-12-29,0.85,43.0,40.6
2018-12-30,1.53,45.2,44.7
2018-12-31,0.08,37.7,35.9
2019-01-01,0.00,35.4,30.9
2019-01-02,0.00,35.9,31.7
2019-01-03,0.47,38.2,35.4
2019-01-04,0.77,47.5,44.9
2019-01-05,0.04,45.8,42.1
2019-01-06,0.08,45.7,39.9
2019-01-07,0.47,39.8,36.9
2019-01-08,0.12,38.0,33.1
2019-01-09,0.24,40.3,36.0
2019-01-10,0.54,46.7,43.0
2019-01-11,0.04,47.3,43.8
2019-01-12,0.01,48.2,38.4
2019-01-13,0.00,47.1,35.3
2019-01-14,0.00,44.6,31.9
2019-01-15,0.00,42.4,29.3
2019-01-16,0.00,40.0,30.7
2019-01-17,0.06,44.4,34.0
2019-01-18,0.33,47.5,40.9
2019-01-19,0.59,46.5,41.6
2019-01-20,0.09,44.7,40.8
2019-01-21,0.07,39.1,36.8
2019-01-22,0.04,39.5,35.9
2019-01-23,1.88,43.7,41.5
2019-01-24,0.39,46.1,43.6
2019-01-25,0.00,43.2,41.1
2019-01-26,0.00,40.6,37.2
2019-01-27,0.00,41.0,37.7
2019-01-28,0.00,38.6,37.8
2019-01-29,0.00,41.9,31.4
2019-01-30,0.00,42.8,29.6
2019-01-31,0.00,40.9,32.4
2019-02-01,0.06,45.1,36.3
2019-02-02,1.17,45.8,43.9
2019-02-03,0.05,43.5,39.2
2019-02-04,0.52,34.7,31.3
2019-02-05,0.15,22.5,20.0
2019-02-06,0.00,23.4,17.6
2019-02-07,0.00,25.8,18.4
2019-02-08,0.00,28.1,22.1
2019-02-09,0.41,30.3,27.9
2019-02-10,0.00,24.0,20.9
2019-02-11,0.34,23.8,22.8
2019-02-12,1.07,31.5,28.9
2019-02-13,0.52,33.9,32.8
2019-02-14,0.00,34.9,30.7
2019-02-15,0.10,36.7,32.5
2019-02-16,0.07,38.8,34.5
2019-02-17,0.11,37.0,34.5
2019-02-18,0.00,35.7,32.1
2019-02-19,0.12,35.6,33.5
2019-02-20,0.36,36.9,35.9
2019-02-21,0.01,35.1,32.4
2019-02-22,0.01,36.4,28.0
2019-02-23,0.43,35.5,32.4
2019-02-24,0.08,38.1,34.2
2019-02-25,0.00,36.2,30.4
2019-02-26,0.00,35.0,22.2
2019-02-27,0.00,33.8,15.6
2019-02-28,0.00,35.3,21.9
2019-03-01,0.00,36.4,26.6
2019-03-02,0.00,38.0,28.4
2019-03-03,0.00,39.2,24.9
2019-03-04,0.00,35.0,13.1
2019-03-05,0.00,34.1,10.6
2019-03-06,0.00,36.5,19.8
2019-03-07,0.15,34.8,30.6
2019-03-08,0.22,37.5,32.8
2019-03-09,0.12,35.5,30.6
2019-03-10,0.00,36.5,27.4
2019-03-11,0.00,39.1,25.2
2019-03-12,0.65,40.8,31.3
2019-03-13,0.56,38.7,36.4
2019-03-14,0.02,42.6,34.0
2019-03-15,0.00,44.5,35.6
2019-03-16,0.00,48.4,37.0
2019-03-17,0.00,49.4,37.8
2019-03-18,0.00,48.9,37.9
2019-03-19,0.00,53.9,32.5
2019-03-20,0.00,57.0,28.9
2019-03-21,0.00,57.9,32.4
2019-03-22,0.00,51.8,41.8
2019-03-23,0.05,53.7,42.6
2019-03-24,0.00,50.0,40.4
2019-03-25,0.01,46.5,40.5
2019-03-26,0.36,49.0,41.2
2019-03-27,0.00,47.8,36.0
2019-03-28,0.00,47.3,36.0
2019-03-29,0.00,51.4,37.9
2019-03-30,0.00,49.1,39.6
2019-03-31,0.00,49.9,39.4
2019-04-01,0.00,52.6,38.7
2019-04-02,0.00,54.2,38.6
2019-04-03,0.09,56.2,40.4
2019-04-04,0.15,50.1,44.1
2019-04-05,0.13,51.7,41.8
2019-04-06,0.39,48.8,44.1
2019-04-07,0.57,48.3,41.7
2019-04-08,0.07,47.2,43.2
2019-04-09,0.99,49.7,47.0
2019-04-10,0.61,48.9,42.4
2019-04-11,1.14,46.1,44.1
2019-04-12,0.91,46.9,46.2
2019-04-13,0.16,49.3,44.0
2019-04-14,0.45,45.5,41.2
2019-04-15,0.25,44.5,38.5
2019-04-16,0.03,47.2,38.7
2019-04-17,0.25,48.1,44.8
2019-04-18,0.03,54.6,46.4
2019-04-19,0.23,56.8,50.7
2019-04-20,0.38,51.3,50.0
2019-04-21,0.00,50.6,43.1
2019-04-22,0.00,51.2,42.1
2019-04-23,0.25,51.8,46.3
2019-04-24,0.06,52.3,44.8
2019-04-25,0.00,49.0,37.8
2019-04-26,0.00,49.9,40.4
2019-04-27,0.05,51.8,40.3
2019-04-28,0.12,43.3,33.9
2019-04-29,0.00,47.1,35.5
2019-04-30,0.01,50.0,34.9
2019-05-01,0.00,51.7,28.5
2019-05-02,0.00,50.3,35.0
2019-05-03,0.00,51.6,39.2
2019-05-04,0.00,51.9,42.5
2019-05-05,0.00,54.3,43.6
2019-05-06,0.00,56.0,44.8
2019-05-07,0.00,59.0,45.9
2019-05-08,0.00,59.1,45.6
2019-05-09,0.00,60.3,47.6
2019-05-10,0.00,65.8,43.0
2019-05-11,0.00,67.3,45.3
2019-05-12,0.00,67.0,48.8
2019-05-13,0.00,56.7,45.6
2019-05-14,0.00,55.6,44.0
2019-05-15,0.21,54.0,49.6
2019-05-16,0.05,59.6,50.7
2019-05-17,1.01,55.7,53.7
2019-05-18,0.10,55.5,45.9
2019-05-19,0.00,60.0,46.0
2019-05-20,0.03,59.9,50.1
2019-05-21,0.38,52.1,48.8
2019-05-22,0.00,55.7,48.6
2019-05-23,0.00,60.1,52.1
2019-05-24,0.01,63.4,52.2
2019-05-25,0.04,55.1,48.2
2019-05-26,0.10,51.9,48.8
2019-05-27,0.00,60.3,51.8
2019-05-28,0.00,63.8,52.8
2019-05-29,0.00,60.5,51.7
2019-05-30,0.00,60.0,52.3
2019-05-31,0.00,62.8,54.6
2019-06-01,0.00,63.1,53.9
2019-06-02,0.00,61.7,52.3
2019-06-03,0.00,62.6,50.0
2019-06-04,0.00,57.0,44.4
2019-06-05,0.00,58.3,43.7
2019-06-06,0.04,56.2,46.5
2019-06-07,0.11,53.2,43.7
2019-06-08,0.19,52.2,46.5
2019-06-09,0.00,55.1,45.9
2019-06-10,0.00,57.9,45.6
2019-06-11,0.00,62.4,50.3
2019-06-12,0.00,68.9,54.8
2019-06-13,0.00,74.0,57.1
2019-06-14,0.00,66.5,53.0
2019-06-15,0.00,58.9,50.7
2019-06-16,0.00,61.5,51.9
2019-06-17,0.00,62.2,53.1
2019-06-18,0.03,63.8,54.9
2019-06-19,0.11,57.8,51.6
2019-06-20,0.84,56.0,46.1
2019-06-21,0.05,55.7,47.0
2019-06-22,0.00,59.1,49.4
2019-06-23,0.04,57.2,50.9
2019-06-24,0.09,56.2,49.6
2019-06-25,0.00,56.5,47.0
2019-06-26,0.01,59.0,48.2
2019-06-27,0.27,60.6,52.5
2019-06-28,0.24,59.9,51.0
2019-06-29,0.00,60.2,49.3
2019-06-30,0.00,62.3,49.5
2019-07-01,0.00,63.9,50.7
2019-07-02,0.00,64.8,52.5
2019-07-03,0.09,58.3,54.4
2019-07-04,0.01,61.0,55.3
2019-07-05,0.00,61.6,54.6
2019-07-06,0.01,61.1,54.3
2019-07-07,0.01,61.7,51.7
2019-07-08,0.08,60.3,54.5
2019-07-09,0.00,61.6,54.2
2019-07-10,0.18,63.0,57.8
2019-07-11,0.44,64.9,61.5
2019-07-12,0.01,63.5,57.4
2019-07-13,0.00,66.0,55.8
2019-07-14,0.00,66.1,55.7
2019-07-15,0.00,67.1,54.6
2019-07-16,0.30,63.6,58.4
2019-07-17,0.05,67.9,56.9
2019-07-18,0.60,62.8,57.8
2019-07-19,0.17,61.2,51.7
2019-07-20,0.00,58.8,48.3
2019-07-21,0.00,63.8,49.6
2019-07-22,0.00,69.9,50.3
2019-07-23,0.00,66.5,53.6
2019-07-24,0.00,61.5,54.6
2019-07-25,0.00,62.8,49.9
2019-07-26,0.00,66.4,49.3
2019-07-27,0.00,70.0,56.3
2019-07-28,0.05,63.6,54.6
2019-07-29,0.00,64.7,52.9
2019-07-30,0.00,65.5,53.4
2019-07-31,0.00,63.7,52.2
2019-08-01,0.00,67.6,53.9
2019-08-02,0.18,70.5,56.9
2019-08-03,0.03,66.9,59.1
2019-08-04,0.00,68.4,53.0
2019-08-05,0.00,70.0,54.7
2019-08-06,0.00,72.5,56.0
2019-08-07,0.00,69.7,57.3
2019-08-08,0.00,68.9,57.7
2019-08-09,0.00,66.6,56.8
2019-08-10,0.52,66.3,56.0
2019-08-11,0.14,64.0,58.3
2019-08-12,0.05,64.3,57.4
2019-08-13,0.00,66.5,55.0
2019-08-14,0.00,69.1,54.7
2019-08-15,0.00,69.4,55.4
2019-08-16,0.00,68.1,56.8
2019-08-17,0.00,65.6,55.0
2019-08-18,0.00,65.9,55.2
2019-08-19,0.00,65.8,54.9
2019-08-20,0.00,64.2,53.3
2019-08-21,0.00,66.7,55.0
2019-08-22,0.41,62.1,58.2
2019-08-23,0.00,61.8,53.7
2019-08-24,0.00,62.2,53.6
2019-08-25,0.00,65.7,53.9
2019-08-26,0.00,62.3,51.5
2019-08-27,0.00,64.3,50.5
2019-08-28,0.00,69.9,52.5
2019-08-29,0.00,71.8,55.1
2019-08-30,0.07,67.0,59.2
2019-08-31,0.00,68.0,58.4
2019-09-01,0.00,68.0,58.1
2019-09-02,0.00,67.0,56.6
2019-09-03,0.00,66.6,56.7
2019-09-04,0.00,67.2,56.0
2019-09-05,0.00,65.3,55.0
2019-09-06,0.00,67.2,55.7
2019-09-07,0.00,67.5,57.7
2019-09-08,0.23,65.1,57.6
2019-09-09,0.71,63.5,57.5
2019-09-10,0.30,60.4,56.9
2019-09-11,0.02,61.7,54.6
2019-09-12,0.00,62.9,53.7
2019-09-13,0.37,66.5,54.4
2019-09-14,0.02,62.8,56.8
2019-09-15,0.49,60.2,55.8
2019-09-16,0.48,56.4,54.1
2019-09-17,0.08,57.5,51.5
2019-09-18,0.64,56.8,52.7
2019-09-19,0.04,57.5,51.6
2019-09-20,0.04,59.1,52.4
2019-09-21,0.00,59.3,53.6
2019-09-22,0.03,60.4,54.3
2019-09-23,0.32,58.9,56.1
2019-09-24,0.11,56.3,52.5
2019-09-25,0.00,60.7,52.8
2019-09-26,0.21,58.8,50.0
2019-09-27,0.37,58.6,53.0
2019-09-28,0.55,51.7,44.2
2019-09-29,0.41,50.5,41.6
2019-09-30,0.00,46.3,37.1
2019-10-01,0.00,47.2,34.2
2019-10-02,0.00,48.4,36.2
2019-10-03,0.04,50.8,40.2
2019-10-04,0.16,55.4,45.4
2019-10-05,0.11,53.2,46.6
2019-10-06,0.02,52.2,45.6
2019-10-07,0.00,52.8,43.7
2019-10-08,0.79,55.0,49.8
2019-10-09,0.54,44.8,38.6
2019-10-10,0.00,41.8,30.9
2019-10-11,0.00,44.9,32.9
2019-10-12,0.00,50.2,33.0
2019-10-13,0.00,51.8,39.7
2019-10-14,0.00,51.9,44.2
2019-10-15,0.00,49.7,42.7
2019-10-16,0.00,51.6,43.5
2019-10-17,0.52,51.7,49.5
2019-10-18,0.46,51.8,46.8
2019-10-19,1.04,48.8,45.4
2019-10-20,0.94,45.1,42.4
2019-10-21,0.80,49.4,45.2
2019-10-22,2.19,53.6,51.7
2019-10-23,0.08,48.9,47.2
2019-10-24,0.00,48.5,42.4
2019-10-25,0.00,52.1,45.7
2019-10-26,0.50,50.4,45.5
2019-10-27,0.00,42.8,37.0
2019-10-28,0.00,41.9,31.6
2019-10-29,0.00,41.2,31.3
2019-10-30,0.00,38.0,11.0
2019-10-31,0.00,40.3,21.3
2019-11-01,0.00,41.6,30.5
2019-11-02,0.00,44.7,34.6
2019-11-03,0.00,45.0,36.8
2019-11-04,0.00,44.7,39.6
2019-11-05,0.00,47.0,40.6
2019-11-06,0.00,46.1,40.3
2019-11-07,0.00,44.1,38.4
2019-11-08,0.00,47.2,37.7
2019-11-09,0.07,48.8,41.0
2019-11-10,0.24,47.5,47.5
